Generation,ID,Pokemon,Abilities,BaseExperience,Height,Moves,HP,Attack,Defense,SpecialAttack,SpecialDefense,Speed
Generation.I,56,Mankey,"vital-spirit, anger-point, defiant (Hidden)",61,5,"karate-chop, mega-punch, pay-day, fire-punch, ice-punch, thunder-punch, scratch, mega-kick, headbutt, body-slam, take-down, thrash, double-edge, leer, submission, low-kick, counter, seismic-toss, strength, thunderbolt, thunder, earthquake, dig, toxic, meditate, rage, mimic, screech, double-team, defense-curl, focus-energy, bide, metronome, swift, skull-bash, fury-swipes, rest, rock-slide, substitute, thief, snore, curse, reversal, spite, protect, mud-slap, foresight, detect, outrage, endure, swagger, attract, sleep-talk, return, frustration, dynamic-punch, encore, pursuit, iron-tail, hidden-power, cross-chop, rain-dance, sunny-day, psych-up, rock-smash, beat-up, uproar, facade, focus-punch, smelling-salts, taunt, helping-hand, role-play, revenge, brick-break, endeavor, secret-power, overheat, rock-tomb, aerial-ace, bulk-up, covet, natural-gift, u-turn, close-combat, payback, assurance, fling, punishment, poison-jab, night-slash, seed-bomb, vacuum-wave, focus-blast, rock-climb, gunk-shot, captivate, hone-claws, smack-down, low-sweep, round, acrobatics, retaliate, final-gambit, bulldoze, work-up, dual-chop, confide, power-up-punch, power-trip, stomping-tantrum",40,80,35,35,45,40
Generation.I,57,Primeape,"vital-spirit, anger-point, defiant (Hidden)",159,10,"karate-chop, mega-punch, pay-day, fire-punch, ice-punch, thunder-punch, scratch, mega-kick, headbutt, body-slam, take-down, thrash, double-edge, leer, hyper-beam, submission, low-kick, counter, seismic-toss, strength, thunderbolt, thunder, earthquake, dig, toxic, rage, mimic, screech, double-team, defense-curl, focus-energy, bide, metronome, swift, skull-bash, fury-swipes, rest, rock-slide, substitute, thief, snore, curse, spite, protect, mud-slap, detect, outrage, endure, swagger, attract, sleep-talk, return, frustration, dynamic-punch, pursuit, iron-tail, hidden-power, cross-chop, rain-dance, sunny-day, psych-up, rock-smash, uproar, facade, focus-punch, taunt, helping-hand, role-play, brick-break, endeavor, secret-power, overheat, rock-tomb, aerial-ace, bulk-up, covet, natural-gift, u-turn, close-combat, payback, assurance, fling, punishment, poison-jab, seed-bomb, vacuum-wave, focus-blast, giga-impact, rock-climb, gunk-shot, stone-edge, captivate, hone-claws, smack-down, low-sweep, round, acrobatics, retaliate, final-gambit, bulldoze, work-up, dual-chop, confide, power-up-punch, stomping-tantrum",65,105,60,60,70,65
Generation.I,58,Growlithe,"intimidate, flash-fire, justified (Hidden)",70,7,"double-kick, headbutt, body-slam, take-down, thrash, double-edge, leer, bite, roar, ember, flamethrower, strength, dragon-rage, fire-spin, dig, toxic, agility, rage, mimic, double-team, reflect, bide, fire-blast, swift, skull-bash, rest, substitute, thief, flame-wheel, snore, curse, reversal, protect, mud-slap, outrage, endure, swagger, attract, sleep-talk, return, frustration, safeguard, dragon-breath, iron-tail, morning-sun, hidden-power, sunny-day, crunch, rock-smash, heat-wave, will-o-wisp, facade, helping-hand, secret-power, overheat, odor-sleuth, aerial-ace, howl, covet, natural-gift, close-combat, flare-blitz, fire-fang, captivate, flame-burst, flame-charge, round, incinerate, retaliate, wild-charge, snarl, confide, burn-up",55,70,45,70,50,55
Generation.I,59,Arcanine,"intimidate, flash-fire, justified (Hidden)",194,19,"headbutt, body-slam, take-down, double-edge, leer, bite, roar, ember, flamethrower, hyper-beam, strength, solar-beam, dragon-rage, dig, toxic, rage, teleport, mimic, double-team, reflect, bide, fire-blast, swift, skull-bash, rest, substitute, thief, flame-wheel, snore, curse, protect, mud-slap, outrage, endure, swagger, attract, sleep-talk, return, frustration, safeguard, dragon-breath, iron-tail, hidden-power, sunny-day, extreme-speed, rock-smash, heat-wave, will-o-wisp, facade, helping-hand, secret-power, overheat, odor-sleuth, aerial-ace, covet, natural-gift, dragon-pulse, giga-impact, thunder-fang, fire-fang, rock-climb, iron-head, captivate, flame-charge, round, incinerate, retaliate, bulldoze, wild-charge, snarl, confide",90,110,80,100,80,90
Generation.I,60,Poliwag,"water-absorb, damp, swift-swim (Hidden)",60,6,"double-slap, headbutt, body-slam, take-down, double-edge, mist, water-gun, hydro-pump, surf, ice-beam, blizzard, bubble-beam, dig, toxic, psychic, hypnosis, rage, mimic, double-team, defense-curl, haze, bide, waterfall, skull-bash, amnesia, bubble, psywave, splash, rest, substitute, thief, mind-reader, snore, curse, protect, belly-drum, icy-wind, endure, swagger, attract, sleep-talk, return, frustration, encore, hidden-power, rain-dance, whirlpool, hail, facade, helping-hand, endeavor, refresh, secret-power, dive, ice-ball, mud-shot, water-sport, water-pulse, wake-up-slap, natural-gift, mud-bomb, captivate, round, scald, confide",40,50,40,40,40,40
Generation.I,61,Poliwhirl,"water-absorb, damp, swift-swim (Hidden)",135,10,"double-slap, mega-punch, ice-punch, mega-kick, headbutt, body-slam, take-down, double-edge, water-gun, hydro-pump, surf, ice-beam, blizzard, bubble-beam, submission, counter, seismic-toss, strength, earthquake, fissure, dig, toxic, psychic, hypnosis, rage, mimic, double-team, defense-curl, bide, metronome, waterfall, skull-bash, amnesia, bubble, psywave, rest, substitute, thief, snore, curse, protect, belly-drum, mud-slap, icy-wind, detect, endure, swagger, attract, sleep-talk, return, frustration, hidden-power, rain-dance, rock-smash, whirlpool, hail, facade, focus-punch, helping-hand, brick-break, endeavor, secret-power, dive, mud-shot, water-sport, water-pulse, wake-up-slap, natural-gift, fling, mud-bomb, captivate, round, scald, bulldoze, confide, power-up-punch",65,65,65,50,50,65
Generation.I,62,Poliwrath,"water-absorb, damp, swift-swim (Hidden)",230,13,"double-slap, mega-punch, ice-punch, mega-kick, headbutt, body-slam, take-down, double-edge, water-gun, surf, ice-beam, blizzard, bubble-beam, hyper-beam, submission, counter, seismic-toss, strength, earthquake, fissure, dig, toxic, psychic, hypnosis, rage, mimic, double-team, defense-curl, bide, metronome, waterfall, skull-bash, psywave, rest, rock-slide, substitute, thief, mind-reader, snore, curse, protect, mud-slap, icy-wind, detect, endure, swagger, attract, sleep-talk, return, frustration, dynamic-punch, hidden-power, rain-dance, rock-smash, whirlpool, hail, facade, focus-punch, helping-hand, brick-break, endeavor, secret-power, dive, rock-tomb, bulk-up, water-pulse, natural-gift, payback, fling, poison-jab, vacuum-wave, focus-blast, giga-impact, rock-climb, captivate, low-sweep, round, scald, circle-throw, bulldoze, work-up, confide, power-up-punch",90,95,95,70,90,90
Generation.I,63,Abra,"synchronize, inner-focus, magic-guard (Hidden)",62,9,"mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick, headbutt, body-slam, take-down, double-edge, submission, counter, seismic-toss, thunder-wave, toxic, psychic, rage, teleport, mimic, double-team, barrier, light-screen, reflect, bide, metronome, skull-bash, dream-eater, flash, psywave, rest, tri-attack, substitute, thief, nightmare, snore, curse, protect, zap-cannon, endure, swagger, attract, sleep-talk, return, frustration, safeguard, dynamic-punch, encore, iron-tail, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, torment, facade, focus-punch, taunt, trick, role-play, magic-coat, recycle, knock-off, skill-swap, snatch, secret-power, signal-beam, calm-mind, shock-wave, gravity, natural-gift, embargo, fling, psycho-shift, power-trick, guard-swap, drain-punch, energy-ball, zen-headbutt, trick-room, captivate, grass-knot, charge-beam, guard-split, wonder-room, psyshock, telekinesis, magic-room, foul-play, round, ally-switch, confide, dazzling-gleam, psychic-terrain",25,20,15,105,55,25
Generation.I,64,Kadabra,"synchronize, inner-focus, magic-guard (Hidden)",140,13,"mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick, headbutt, body-slam, take-down, double-edge, disable, psybeam, submission, counter, seismic-toss, thunder-wave, dig, toxic, confusion, psychic, rage, teleport, mimic, double-team, recover, light-screen, reflect, bide, metronome, skull-bash, kinesis, dream-eater, flash, psywave, rest, tri-attack, substitute, thief, nightmare, snore, curse, protect, zap-cannon, endure, swagger, attract, sleep-talk, return, frustration, safeguard, dynamic-punch, iron-tail, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, future-sight, torment, facade, focus-punch, taunt, trick, role-play, magic-coat, recycle, knock-off, skill-swap, snatch, secret-power, signal-beam, calm-mind, shock-wave, gravity, miracle-eye, natural-gift, embargo, fling, drain-punch, energy-ball, psycho-cut, zen-headbutt, trick-room, captivate, grass-knot, charge-beam, wonder-room, psyshock, telekinesis, magic-room, foul-play, round, ally-switch, confide, dazzling-gleam",40,35,30,120,70,40
Generation.I,65,Alakazam,"synchronize, inner-focus, magic-guard (Hidden)",225,15,"mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick, headbutt, body-slam, take-down, double-edge, disable, psybeam, hyper-beam, submission, counter, seismic-toss, thunder-wave, dig, toxic, confusion, psychic, rage, teleport, mimic, double-team, recover, light-screen, reflect, bide, metronome, skull-bash, kinesis, dream-eater, flash, psywave, rest, tri-attack, substitute, thief, nightmare, snore, curse, protect, zap-cannon, endure, swagger, attract, sleep-talk, return, frustration, safeguard, dynamic-punch, iron-tail, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, future-sight, torment, facade, focus-punch, taunt, trick, role-play, magic-coat, recycle, knock-off, skill-swap, snatch, secret-power, signal-beam, calm-mind, shock-wave, gravity, miracle-eye, natural-gift, embargo, fling, drain-punch, focus-blast, energy-ball, giga-impact, psycho-cut, zen-headbutt, trick-room, captivate, grass-knot, charge-beam, wonder-room, psyshock, telekinesis, magic-room, foul-play, round, ally-switch, confide, dazzling-gleam",55,50,45,135,95,55
Generation.I,66,Machop,"guts, no-guard, steadfast (Hidden)",61,8,"karate-chop, mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick, rolling-kick, headbutt, body-slam, take-down, double-edge, leer, flamethrower, submission, low-kick, counter, seismic-toss, strength, earthquake, fissure, dig, toxic, meditate, rage, mimic, double-team, light-screen, focus-energy, bide, metronome, fire-blast, skull-bash, rest, rock-slide, substitute, thief, snore, curse, protect, scary-face, mud-slap, foresight, detect, endure, swagger, attract, sleep-talk, return, frustration, dynamic-punch, encore, vital-throw, hidden-power, cross-chop, rain-dance, sunny-day, rock-smash, facade, focus-punch, smelling-salts, helping-hand, role-play, superpower, revenge, brick-break, knock-off, secret-power, rock-tomb, tickle, bulk-up, wake-up-slap, natural-gift, close-combat, payback, fling, power-trick, poison-jab, vacuum-wave, focus-blast, bullet-punch, rock-climb, captivate, smack-down, heavy-slam, low-sweep, round, quick-guard, incinerate, retaliate, bulldoze, work-up, dual-chop, confide, power-up-punch",70,80,50,35,35,70
Generation.I,67,Machoke,"guts, no-guard, steadfast (Hidden)",142,15,"karate-chop, mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick, headbutt, body-slam, take-down, double-edge, leer, flamethrower, submission, low-kick, counter, seismic-toss, strength, earthquake, fissure, dig, toxic, rage, mimic, double-team, light-screen, focus-energy, bide, metronome, fire-blast, skull-bash, rest, rock-slide, substitute, thief, snore, curse, protect, scary-face, mud-slap, foresight, detect, endure, swagger, attract, sleep-talk, return, frustration, dynamic-punch, vital-throw, hidden-power, cross-chop, rain-dance, sunny-day, rock-smash, facade, focus-punch, helping-hand, role-play, superpower, revenge, brick-break, knock-off, secret-power, rock-tomb, bulk-up, wake-up-slap, natural-gift, payback, fling, poison-jab, vacuum-wave, focus-blast, rock-climb, captivate, smack-down, low-sweep, round, incinerate, retaliate, bulldoze, work-up, dual-chop, confide, power-up-punch",80,100,70,50,60,80
Generation.I,68,Machamp,"guts, no-guard, steadfast (Hidden)",227,16,"karate-chop, mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick, headbutt, body-slam, take-down, double-edge, leer, flamethrower, hyper-beam, submission, low-kick, counter, seismic-toss, strength, earthquake, fissure, dig, toxic, rage, mimic, double-team, light-screen, focus-energy, bide, metronome, fire-blast, skull-bash, rest, rock-slide, substitute, thief, snore, curse, protect, scary-face, mud-slap, foresight, detect, endure, swagger, attract, sleep-talk, return, frustration, dynamic-punch, vital-throw, hidden-power, cross-chop, rain-dance, sunny-day, rock-smash, facade, focus-punch, helping-hand, role-play, superpower, revenge, brick-break, knock-off, secret-power, rock-tomb, bulk-up, wake-up-slap, natural-gift, payback, fling, poison-jab, vacuum-wave, focus-blast, giga-impact, rock-climb, stone-edge, captivate, wide-guard, smack-down, low-sweep, round, incinerate, retaliate, bulldoze, work-up, dual-chop, confide, power-up-punch",90,130,80,65,85,90
Generation.I,69,Bellsprout,"chlorophyll, gluttony (Hidden)",60,7,"swords-dance, cut, bind, slam, vine-whip, wrap, take-down, double-edge, acid, mega-drain, growth, razor-leaf, solar-beam, poison-powder, stun-spore, sleep-powder, toxic, rage, mimic, double-team, reflect, bide, leech-life, flash, rest, substitute, thief, snore, curse, protect, sludge-bomb, giga-drain, endure, swagger, attract, sleep-talk, return, frustration, encore, sweet-scent, synthesis, hidden-power, sunny-day, facade, nature-power, ingrain, knock-off, secret-power, weather-ball, tickle, bullet-seed, magical-leaf, natural-gift, wring-out, gastro-acid, worry-seed, sucker-punch, poison-jab, seed-bomb, energy-ball, power-whip, captivate, grass-knot, venoshock, acid-spray, round, clear-smog, belch, confide, infestation, strength-sap",50,75,35,70,30,50
Generation.I,70,Weepinbell,"chlorophyll, gluttony (Hidden)",137,10,"swords-dance, cut, bind, slam, vine-whip, wrap, take-down, double-edge, acid, mega-drain, growth, razor-leaf, solar-beam, poison-powder, stun-spore, sleep-powder, toxic, rage, mimic, double-team, reflect, bide, flash, rest, substitute, thief, snore, curse, protect, sludge-bomb, giga-drain, endure, swagger, attract, sleep-talk, return, frustration, sweet-scent, synthesis, hidden-power, sunny-day, facade, nature-power, knock-off, secret-power, bullet-seed, natural-gift, wring-out, gastro-acid, worry-seed, sucker-punch, poison-jab, seed-bomb, energy-ball, captivate, grass-knot, bug-bite, venoshock, round, confide, infestation",65,90,50,85,45,65
Generation.I,71,Victreebel,"chlorophyll, gluttony (Hidden)",221,17,"swords-dance, cut, bind, vine-whip, body-slam, wrap, take-down, double-edge, acid, hyper-beam, mega-drain, razor-leaf, solar-beam, poison-powder, stun-spore, sleep-powder, toxic, rage, mimic, double-team, reflect, bide, flash, rest, substitute, thief, snore, curse, protect, sludge-bomb, giga-drain, endure, swagger, attract, sleep-talk, return, frustration, sweet-scent, synthesis, hidden-power, sunny-day, stockpile, spit-up, swallow, facade, nature-power, knock-off, secret-power, bullet-seed, leaf-blade, natural-gift, gastro-acid, worry-seed, sucker-punch, poison-jab, seed-bomb, energy-ball, giga-impact, leaf-storm, captivate, grass-knot, bug-bite, venoshock, round, leaf-tornado, confide, infestation",80,105,65,100,70,80
Generation.I,72,Tentacool,"clear-body, liquid-ooze, rain-dish (Hidden)",67,9,"swords-dance, cut, bind, wrap, take-down, double-edge, poison-sting, supersonic, acid, water-gun, hydro-pump, surf, ice-beam, blizzard, bubble-beam, aurora-beam, mega-drain, toxic, rage, mimic, screech, double-team, confuse-ray, barrier, haze, reflect, bide, waterfall, skull-bash, constrict, bubble, rest, substitute, thief, snore, curse, protect, sludge-bomb, icy-wind, giga-drain, endure, swagger, attract, sleep-talk, return, frustration, safeguard, rapid-spin, hidden-power, rain-dance, mirror-coat, whirlpool, hail, facade, magic-coat, knock-off, secret-power, dive, tickle, muddy-water, water-pulse, brine, natural-gift, acupressure, payback, wring-out, toxic-spikes, aqua-ring, poison-jab, captivate, venoshock, sludge-wave, acid-spray, round, scald, hex, confide, dazzling-gleam, infestation",40,40,35,50,100,40
Generation.I,73,Tentacruel,"clear-body, liquid-ooze, rain-dish (Hidden)",180,16,"swords-dance, cut, bind, wrap, take-down, double-edge, poison-sting, supersonic, acid, water-gun, hydro-pump, surf, ice-beam, blizzard, bubble-beam, hyper-beam, mega-drain, toxic, rage, mimic, screech, double-team, barrier, reflect, bide, waterfall, skull-bash, constrict, rest, substitute, thief, snore, curse, protect, sludge-bomb, icy-wind, giga-drain, endure, swagger, attract, sleep-talk, return, frustration, safeguard, hidden-power, rain-dance, whirlpool, hail, facade, magic-coat, knock-off, secret-power, dive, water-pulse, brine, natural-gift, payback, wring-out, toxic-spikes, poison-jab, giga-impact, captivate, venoshock, sludge-wave, acid-spray, round, scald, hex, reflect-type, confide, dazzling-gleam, infestation",80,70,65,80,120,80
Generation.I,74,Geodude,"rock-head, sturdy, sand-veil (Hidden)",60,4,"mega-punch, fire-punch, thunder-punch, headbutt, tackle, body-slam, take-down, double-edge, flamethrower, submission, counter, seismic-toss, strength, rock-throw, earthquake, fissure, dig, toxic, rage, mimic, double-team, harden, defense-curl, bide, metronome, self-destruct, fire-blast, explosion, rest, rock-slide, substitute, snore, curse, flail, protect, mud-slap, sandstorm, endure, rollout, swagger, attract, sleep-talk, return, frustration, magnitude, dynamic-punch, hidden-power, sunny-day, ancient-power, rock-smash, facade, focus-punch, nature-power, superpower, brick-break, secret-power, mud-sport, rock-tomb, iron-defense, block, rock-blast, hammer-arm, gyro-ball, natural-gift, fling, sucker-punch, rock-polish, earth-power, rock-climb, stone-edge, captivate, stealth-rock, wide-guard, autotomize, smack-down, round, incinerate, bulldoze, confide, power-up-punch",40,80,100,30,30,40
Generation.I,75,Graveler,"rock-head, sturdy, sand-veil (Hidden)",137,10,"mega-punch, fire-punch, thunder-punch, headbutt, tackle, body-slam, take-down, double-edge, flamethrower, submission, counter, seismic-toss, strength, rock-throw, earthquake, fissure, dig, toxic, rage, mimic, double-team, harden, defense-curl, bide, metronome, self-destruct, fire-blast, explosion, rest, rock-slide, substitute, snore, curse, protect, mud-slap, sandstorm, endure, rollout, swagger, attract, sleep-talk, return, frustration, magnitude, dynamic-punch, hidden-power, sunny-day, ancient-power, rock-smash, facade, focus-punch, nature-power, superpower, brick-break, secret-power, mud-sport, rock-tomb, iron-defense, block, rock-blast, gyro-ball, natural-gift, fling, sucker-punch, rock-polish, earth-power, rock-climb, stone-edge, captivate, stealth-rock, smack-down, round, incinerate, bulldoze, confide, power-up-punch",55,95,115,45,45,55
Generation.I,76,Golem,"rock-head, sturdy, sand-veil (Hidden)",223,14,"mega-punch, fire-punch, thunder-punch, mega-kick, headbutt, tackle, body-slam, take-down, double-edge, roar, flamethrower, hyper-beam, submission, counter, seismic-toss, strength, rock-throw, earthquake, fissure, dig, toxic, rage, mimic, double-team, harden, defense-curl, bide, metronome, self-destruct, fire-blast, explosion, rest, rock-slide, substitute, snore, curse, protect, mud-slap, sandstorm, endure, rollout, swagger, fury-cutter, attract, sleep-talk, return, frustration, magnitude, dynamic-punch, hidden-power, sunny-day, ancient-power, rock-smash, facade, focus-punch, nature-power, superpower, brick-break, secret-power, mud-sport, rock-tomb, iron-defense, block, rock-blast, gyro-ball, natural-gift, fling, sucker-punch, rock-polish, focus-blast, earth-power, giga-impact, rock-climb, iron-head, stone-edge, captivate, stealth-rock, smack-down, heavy-slam, round, incinerate, bulldoze, steamroller, confide, power-up-punch",80,120,130,55,65,80
Generation.I,77,Ponyta,"run-away, flash-fire, flame-body (Hidden)",82,10,"stomp, double-kick, headbutt, horn-drill, tackle, body-slam, take-down, thrash, double-edge, tail-whip, growl, ember, flamethrower, low-kick, strength, solar-beam, fire-spin, toxic, hypnosis, agility, quick-attack, rage, mimic, double-team, reflect, bide, fire-blast, swift, skull-bash, rest, substitute, flame-wheel, snore, curse, protect, endure, charm, swagger, attract, sleep-talk, return, frustration, iron-tail, morning-sun, hidden-power, sunny-day, heat-wave, will-o-wisp, facade, secret-power, overheat, bounce, natural-gift, flare-blitz, captivate, flame-charge, round, echoed-voice, ally-switch, incinerate, inferno, wild-charge, confide, high-horsepower",50,85,55,65,65,50
Generation.I,78,Rapidash,"run-away, flash-fire, flame-body (Hidden)",175,17,"stomp, headbutt, fury-attack, horn-drill, tackle, body-slam, take-down, double-edge, tail-whip, growl, ember, flamethrower, hyper-beam, low-kick, strength, solar-beam, fire-spin, toxic, agility, quick-attack, rage, mimic, double-team, reflect, bide, fire-blast, swift, skull-bash, rest, substitute, flame-wheel, snore, curse, protect, endure, swagger, attract, sleep-talk, return, frustration, megahorn, iron-tail, hidden-power, sunny-day, heat-wave, will-o-wisp, facade, secret-power, overheat, bounce, natural-gift, flare-blitz, poison-jab, giga-impact, captivate, flame-charge, round, echoed-voice, incinerate, inferno, wild-charge, drill-run, confide, smart-strike",65,100,70,80,80,65
Generation.I,79,Slowpoke,"oblivious, own-tempo, regenerator (Hidden)",63,12,"pay-day, stomp, headbutt, tackle, body-slam, take-down, double-edge, growl, disable, flamethrower, water-gun, surf, ice-beam, blizzard, bubble-beam, strength, thunder-wave, earthquake, fissure, dig, toxic, confusion, psychic, rage, teleport, mimic, double-team, light-screen, reflect, bide, fire-blast, swift, skull-bash, amnesia, dream-eater, flash, psywave, rest, tri-attack, substitute, nightmare, snore, curse, protect, belly-drum, mud-slap, zap-cannon, icy-wind, endure, swagger, attract, sleep-talk, return, frustration, safeguard, iron-tail, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, future-sight, whirlpool, hail, facade, trick, magic-coat, recycle, yawn, skill-swap, secret-power, dive, mud-sport, slack-off, signal-beam, block, calm-mind, water-pulse, brine, natural-gift, me-first, aqua-tail, zen-headbutt, trick-room, captivate, grass-knot, wonder-room, psyshock, telekinesis, after-you, round, echoed-voice, scald, heal-pulse, incinerate, bulldoze, belch, confide",90,65,65,40,40,90
Generation.I,80,Slowbro,"oblivious, own-tempo, regenerator (Hidden)",172,16,"mega-punch, pay-day, ice-punch, mega-kick, headbutt, tackle, body-slam, take-down, double-edge, growl, disable, flamethrower, water-gun, surf, ice-beam, blizzard, bubble-beam, hyper-beam, submission, counter, seismic-toss, strength, thunder-wave, earthquake, fissure, dig, toxic, confusion, psychic, rage, teleport, mimic, double-team, withdraw, light-screen, reflect, bide, fire-blast, swift, skull-bash, amnesia, dream-eater, flash, psywave, rest, tri-attack, substitute, nightmare, snore, curse, protect, mud-slap, zap-cannon, icy-wind, endure, swagger, fury-cutter, attract, sleep-talk, return, frustration, safeguard, dynamic-punch, iron-tail, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, rock-smash, whirlpool, hail, facade, focus-punch, trick, magic-coat, recycle, brick-break, yawn, skill-swap, secret-power, dive, slack-off, signal-beam, aerial-ace, iron-defense, block, calm-mind, water-pulse, brine, natural-gift, fling, aqua-tail, drain-punch, focus-blast, giga-impact, avalanche, zen-headbutt, trick-room, captivate, grass-knot, wonder-room, psyshock, telekinesis, foul-play, after-you, round, echoed-voice, scald, heal-pulse, incinerate, bulldoze, confide",95,75,110,100,80,95
Generation.I,81,Magnemite,"magnet-pull, sturdy, analytic (Hidden)",65,3,"tackle, take-down, double-edge, supersonic, sonic-boom, thunder-shock, thunderbolt, thunder-wave, thunder, toxic, rage, teleport, mimic, screech, double-team, light-screen, reflect, bide, swift, flash, explosion, rest, substitute, snore, curse, protect, zap-cannon, lock-on, endure, rollout, swagger, spark, sleep-talk, return, frustration, hidden-power, rain-dance, sunny-day, psych-up, facade, magic-coat, recycle, secret-power, metal-sound, signal-beam, iron-defense, shock-wave, gravity, gyro-ball, natural-gift, magnet-rise, mirror-shot, flash-cannon, discharge, magnet-bomb, charge-beam, electro-ball, round, volt-switch, electroweb, wild-charge, confide",25,35,70,95,55,25
Generation.I,82,Magneton,"magnet-pull, sturdy, analytic (Hidden)",163,10,"tackle, take-down, double-edge, supersonic, sonic-boom, hyper-beam, thunder-shock, thunderbolt, thunder-wave, thunder, toxic, rage, teleport, mimic, screech, double-team, light-screen, reflect, bide, swift, flash, explosion, rest, tri-attack, substitute, snore, curse, protect, zap-cannon, lock-on, endure, rollout, swagger, spark, sleep-talk, return, frustration, hidden-power, rain-dance, sunny-day, psych-up, facade, magic-coat, recycle, secret-power, metal-sound, signal-beam, iron-defense, shock-wave, gravity, gyro-ball, natural-gift, magnet-rise, giga-impact, mirror-shot, flash-cannon, discharge, magnet-bomb, charge-beam, electro-ball, round, volt-switch, electroweb, wild-charge, confide, electric-terrain",50,60,95,120,70,50
Generation.I,83,Farfetch'd,"keen-eye, inner-focus, defiant (Hidden)",132,8,"razor-wind, swords-dance, cut, gust, whirlwind, fly, sand-attack, headbutt, fury-attack, body-slam, take-down, double-edge, leer, peck, toxic, agility, quick-attack, rage, mimic, double-team, reflect, bide, mirror-move, swift, skull-bash, sky-attack, rest, slash, substitute, thief, snore, curse, flail, protect, mud-slap, foresight, detect, endure, false-swipe, swagger, fury-cutter, steel-wing, attract, sleep-talk, return, frustration, iron-tail, hidden-power, twister, sunny-day, psych-up, uproar, heat-wave, facade, helping-hand, revenge, knock-off, secret-power, feather-dance, air-cutter, aerial-ace, covet, leaf-blade, roost, natural-gift, feint, pluck, tailwind, u-turn, trump-card, last-resort, poison-jab, night-slash, air-slash, brave-bird, defog, captivate, ominous-wind, simple-beam, round, acrobatics, retaliate, final-gambit, work-up, confide, first-impression, brutal-swing",52,90,55,58,62,52
Generation.I,84,Doduo,"run-away, early-bird, tangled-feet (Hidden)",62,14,"swords-dance, whirlwind, fly, jump-kick, fury-attack, body-slam, take-down, thrash, double-edge, growl, supersonic, peck, drill-peck, toxic, agility, quick-attack, rage, mimic, double-team, haze, reflect, bide, mirror-move, swift, skull-bash, sky-attack, rest, tri-attack, substitute, thief, snore, curse, flail, protect, feint-attack, mud-slap, endure, swagger, steel-wing, attract, sleep-talk, return, frustration, pursuit, hidden-power, sunny-day, uproar, facade, knock-off, endeavor, secret-power, air-cutter, aerial-ace, roost, natural-gift, pluck, acupressure, assurance, brave-bird, captivate, double-hit, round, echoed-voice, work-up, confide",35,85,45,35,35,35
Generation.I,85,Dodrio,"run-away, early-bird, tangled-feet (Hidden)",165,18,"swords-dance, whirlwind, fly, jump-kick, fury-attack, body-slam, take-down, thrash, double-edge, growl, hyper-beam, peck, drill-peck, toxic, agility, quick-attack, rage, mimic, double-team, reflect, bide, swift, skull-bash, sky-attack, rest, tri-attack, substitute, thief, snore, curse, protect, mud-slap, endure, swagger, steel-wing, attract, sleep-talk, return, frustration, pursuit, hidden-power, sunny-day, uproar, torment, facade, taunt, knock-off, endeavor, secret-power, air-cutter, aerial-ace, roost, natural-gift, pluck, acupressure, payback, giga-impact, captivate, double-hit, round, echoed-voice, work-up, confide",60,110,70,60,60,60
Generation.I,86,Seel,"thick-fat, hydration, ice-body (Hidden)",65,11,"pay-day, slam, headbutt, horn-drill, body-slam, take-down, double-edge, growl, disable, water-gun, surf, ice-beam, blizzard, bubble-beam, aurora-beam, peck, strength, toxic, rage, mimic, double-team, bide, lick, waterfall, skull-bash, rest, substitute, thief, snore, curse, protect, perish-song, icy-wind, endure, swagger, attract, sleep-talk, return, frustration, safeguard, encore, iron-tail, hidden-power, rain-dance, whirlpool, fake-out, stockpile, spit-up, swallow, hail, facade, secret-power, dive, signal-beam, icicle-spear, water-sport, water-pulse, brine, natural-gift, fling, aqua-ring, aqua-tail, ice-shard, captivate, aqua-jet, entrainment, round, echoed-voice, drill-run, belch, confide, smart-strike",65,45,55,45,70,65
Generation.I,87,Dewgong,"thick-fat, hydration, ice-body (Hidden)",166,17,"pay-day, headbutt, horn-drill, body-slam, take-down, double-edge, growl, water-gun, surf, ice-beam, blizzard, bubble-beam, aurora-beam, hyper-beam, strength, toxic, rage, mimic, double-team, bide, waterfall, skull-bash, rest, substitute, thief, snore, curse, protect, icy-wind, endure, swagger, attract, sleep-talk, return, frustration, safeguard, encore, iron-tail, hidden-power, rain-dance, whirlpool, hail, facade, secret-power, dive, signal-beam, sheer-cold, water-pulse, brine, natural-gift, fling, aqua-ring, aqua-tail, giga-impact, avalanche, ice-shard, captivate, aqua-jet, round, echoed-voice, frost-breath, drill-run, confide, smart-strike",90,70,80,70,95,90
